,Age,Overall,Potential,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,PrefPos_9.0,PrefPos_6.0,PrefPos_10.0,PrefPos_3.0,PrefPos_0.0,PrefPos_4.0,PrefPos_2.0,PrefPos_8.0,PrefPos_7.0,PrefPos_5.0,PrefPos_1.0,PrefPos
3238,22,63,70,1000,1569,83,45,82,69,58,63,52,54,64,62,33,12,8,15,13,9,57,18,75,42,58,14,61,61,56,55,66,18,83,66,16,59,48,57,59,35,39,61,51,59,42,35,51,39,61,60,62,62,45,59,42,35,51,39,61,60,62,62,45,62,0,0,1,0,0,0,0,0,0,0,0,ST 
3239,31,69,69,5000,1649,67,62,82,56,72,73,70,64,74,60,56,6,11,12,12,16,34,30,26,61,62,28,50,66,64,67,63,23,71,59,27,70,74,54,69,41,51,67,63,69,48,41,63,51,67,68,63,69,52,69,48,41,63,51,67,68,63,69,52,63,0,0,0,0,0,0,0,1,0,0,0,RM 
3240,26,67,68,8000,1395,32,67,30,28,59,71,24,29,55,73,34,16,15,8,8,11,76,27,61,23,47,20,63,74,68,56,78,21,31,64,18,92,41,46,54,44,42,59,49,54,37,44,49,42,59,51,66,52,39,54,37,44,49,42,59,51,66,52,39,66,0,0,1,0,0,0,0,0,0,0,0,ST 
3241,30,68,68,8000,1179,55,44,44,35,23,15,20,20,17,12,10,70,65,64,67,70,23,24,68,25,14,13,12,12,65,27,12,19,57,45,23,79,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3242,31,67,67,2000,1717,75,65,75,75,62,57,68,59,65,38,30,8,8,14,16,8,54,60,85,63,36,71,51,53,72,52,48,68,75,72,65,62,38,26,56,64,62,56,57,56,66,64,57,62,56,61,54,59,66,56,66,64,57,62,56,61,54,59,66,54,0,0,0,0,0,1,0,0,0,0,0,LB 
3243,25,68,73,4000,1060,39,38,36,44,16,44,19,16,13,18,14,69,65,55,68,71,14,14,56,38,15,13,17,13,64,29,17,8,34,31,9,56,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3244,32,68,68,9000,1210,46,30,64,65,24,44,13,16,16,17,20,69,66,66,65,70,17,21,65,32,15,17,16,11,65,31,23,12,51,40,13,70,45,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3245,31,66,66,2000,1128,49,45,40,28,15,39,16,13,17,19,18,70,62,61,62,71,20,20,69,23,15,14,22,18,60,23,23,15,49,34,11,70,45,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3246,37,68,68,5000,1922,54,63,75,67,71,66,74,74,69,55,76,8,11,6,15,9,59,64,64,71,73,69,71,57,60,73,77,66,69,66,69,67,65,55,67,66,68,65,68,67,67,66,68,68,65,66,64,66,68,67,67,66,68,68,65,66,64,66,68,64,0,0,0,0,0,1,0,0,0,0,0,LB 
3247,20,67,80,7000,1095,46,27,32,47,16,26,16,20,12,14,14,70,69,62,61,68,18,26,58,21,13,11,24,14,63,29,17,12,48,45,18,73,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3248,28,71,71,8000,1927,69,78,65,63,67,65,68,65,66,54,60,9,13,13,8,10,66,66,66,66,57,67,61,65,68,69,68,69,75,92,70,72,64,58,65,69,70,65,68,65,70,69,68,70,65,68,65,66,71,65,70,69,68,70,65,68,65,66,71,65,0,0,0,0,0,1,0,0,0,0,0,LB 
3249,26,69,72,10000,1713,71,78,62,44,57,62,58,70,65,69,45,8,9,14,6,13,65,34,70,57,65,17,64,65,66,59,75,25,82,65,27,86,60,62,63,47,49,65,58,63,48,47,58,49,65,64,68,64,50,63,48,47,58,49,65,64,68,64,50,68,0,0,1,0,0,0,0,0,0,0,0,ST 
3250,35,69,69,8000,1794,77,47,77,73,66,62,69,62,67,64,62,15,12,16,11,15,55,29,79,63,68,20,65,67,64,69,70,33,78,78,34,65,64,60,67,44,51,67,63,67,52,44,63,51,67,68,66,68,55,67,52,44,63,51,67,68,66,68,55,66,0,0,0,0,0,0,0,1,0,0,0,RM 
3251,29,68,68,1000,1436,51,80,45,44,53,71,27,25,37,21,20,13,10,6,13,15,68,67,54,49,27,64,35,30,64,52,46,58,51,70,69,87,46,39,44,67,62,43,51,44,58,67,51,62,43,45,45,42,56,44,58,67,51,62,43,45,45,42,56,45,0,0,0,0,1,0,0,0,0,0,0,CB 
3252,26,67,69,3000,1391,68,75,51,52,45,57,22,24,32,20,23,6,13,11,7,6,68,65,49,32,23,68,33,30,61,48,41,63,78,70,67,81,29,30,40,66,57,41,43,40,60,66,43,57,41,43,44,40,56,40,60,66,43,57,41,43,44,40,56,44,0,0,0,0,1,0,0,0,0,0,0,CB 
3253,28,66,66,6000,1735,79,60,80,80,65,57,61,67,69,35,30,14,15,11,7,8,48,60,37,48,61,63,36,49,62,59,64,62,88,83,60,66,48,60,59,60,61,59,58,59,65,60,58,61,59,62,57,62,66,59,65,60,58,61,59,62,57,62,66,57,0,0,0,0,0,0,0,0,1,0,0,RB 
3254,28,67,67,13000,1638,55,76,55,55,63,68,53,57,56,66,62,13,7,13,6,14,72,26,82,42,59,21,65,68,67,44,74,17,62,65,21,83,59,60,58,44,44,61,53,58,42,44,53,44,61,58,66,59,44,58,42,44,53,44,61,58,66,59,44,66,0,0,1,0,0,0,0,0,0,0,0,ST 
3255,24,68,76,2000,1154,45,23,35,37,32,43,18,14,21,19,19,68,66,85,64,71,11,23,64,28,14,18,21,10,58,35,42,19,44,35,22,51,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3256,25,68,71,4000,1813,66,83,62,68,71,66,54,59,70,50,66,13,9,13,14,12,41,63,53,66,45,53,54,66,73,71,77,55,60,78,61,64,62,61,66,61,66,65,67,66,62,61,67,66,65,66,62,64,64,66,62,61,67,66,65,66,62,64,64,62,0,0,0,0,0,0,1,0,0,0,0,CM 
3257,27,68,70,15000,1094,50,28,54,52,23,63,14,13,14,13,11,65,68,67,65,71,15,23,57,15,15,13,11,16,62,12,12,12,45,25,11,62,67,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3258,30,67,67,4000,1644,69,74,62,57,51,58,37,33,30,41,39,16,12,13,11,14,63,60,88,57,49,67,46,38,55,55,55,63,75,78,65,79,48,44,49,66,61,48,53,49,61,66,53,61,48,50,51,48,59,49,61,66,53,61,48,50,51,48,59,51,0,0,0,0,1,0,0,0,0,0,0,CB 
3259,20,65,78,3000,1380,53,49,47,34,44,42,28,29,28,26,36,6,7,6,15,8,73,69,46,38,24,67,48,29,64,52,48,55,64,77,62,84,31,33,40,64,58,41,45,40,59,64,45,58,41,42,46,39,56,40,59,64,45,58,41,42,46,39,56,46,0,0,0,0,1,0,0,0,0,0,0,CB 
3260,24,65,71,3000,1589,73,65,69,73,69,60,49,40,65,27,32,12,14,9,8,13,50,68,55,45,32,59,44,48,66,63,35,65,72,62,66,66,45,30,57,63,62,55,57,57,64,63,57,62,55,59,51,57,64,57,64,63,57,62,55,59,51,57,64,51,0,0,0,0,0,0,0,0,1,0,0,RB 
3261,25,66,68,5000,1545,59,70,59,61,59,50,40,24,56,41,42,8,16,14,8,11,55,65,87,46,43,66,31,27,60,58,49,67,60,69,67,70,22,35,48,65,61,48,51,48,61,65,51,61,48,50,50,49,60,48,61,65,51,61,48,50,50,49,60,50,0,0,0,0,1,0,0,0,0,0,0,CB 
3262,28,68,69,19000,1137,60,37,34,45,22,48,13,12,18,12,15,70,69,57,64,70,19,24,78,23,13,12,11,12,59,34,12,11,55,35,17,67,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3263,23,68,75,4000,1495,63,67,61,51,55,61,42,35,36,23,31,7,6,14,6,7,64,65,83,49,27,68,33,22,56,60,44,63,81,70,69,75,29,33,44,67,61,43,49,44,63,67,49,61,43,48,45,45,61,44,63,67,49,61,43,48,45,45,61,45,0,0,0,0,1,0,0,0,0,0,0,CB 
3264,33,66,66,3000,925,31,21,37,37,19,29,13,13,14,5,12,68,61,59,68,64,10,12,44,27,8,8,19,5,66,15,17,13,22,20,13,68,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3265,26,68,71,1000,1712,70,60,58,57,58,54,71,59,57,36,34,10,6,12,15,13,69,65,74,55,47,68,49,49,60,56,59,68,72,78,67,75,51,34,55,67,63,55,57,55,67,67,57,63,55,59,55,57,66,55,67,67,57,63,55,59,55,57,66,55,0,0,0,0,0,1,0,0,0,0,0,LB 
3266,20,64,76,2000,1489,64,49,57,63,59,47,37,52,57,68,40,13,11,5,7,5,67,23,60,34,57,18,61,60,57,53,64,20,63,63,28,75,44,55,55,41,41,59,50,55,41,41,50,41,59,55,63,57,42,55,41,41,50,41,59,55,63,57,42,63,0,0,1,0,0,0,0,0,0,0,0,ST 
3267,24,67,71,5000,1753,63,72,59,63,65,57,41,45,59,56,53,13,15,13,10,12,57,66,54,69,65,58,50,55,63,67,67,56,56,80,60,72,71,48,63,62,66,62,66,63,61,62,66,66,62,61,60,60,61,63,61,62,66,66,62,61,60,60,61,60,0,0,0,0,0,0,1,0,0,0,0,CM 
3268,21,65,79,7000,1085,51,20,47,52,19,50,13,11,19,20,11,68,62,66,59,69,15,19,65,22,14,11,23,7,63,24,25,14,46,32,11,42,47,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3269,28,68,68,5000,1839,67,67,70,75,72,64,63,66,65,65,70,16,10,15,8,14,48,55,59,65,62,40,72,58,64,72,64,44,75,75,51,57,74,61,68,54,61,66,67,68,59,54,67,61,66,68,63,67,61,68,59,54,67,61,66,68,63,67,61,63,0,0,0,0,0,0,1,0,0,0,0,CM 
3270,21,68,81,2000,1168,45,20,36,55,23,30,13,16,17,15,21,69,67,65,64,70,14,18,70,18,19,19,15,11,65,29,22,17,44,44,18,65,65,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3271,31,68,68,1000,1675,90,32,86,87,61,54,61,47,70,65,59,7,15,15,8,8,39,17,91,57,67,12,63,67,65,61,73,12,90,62,15,58,62,53,66,33,41,67,58,66,43,33,58,41,67,67,65,68,47,66,43,33,58,41,67,67,65,68,47,65,0,0,0,0,0,0,0,0,0,1,0,LM 
3272,27,66,67,3000,1659,69,64,74,77,63,58,56,43,60,28,36,14,8,12,6,8,63,67,71,41,32,68,47,48,68,53,66,68,73,62,70,53,49,42,54,65,61,55,54,54,65,65,54,61,55,57,54,56,64,54,65,65,54,61,55,57,54,56,64,54,0,0,0,0,0,0,0,0,1,0,0,RB 
3273,35,67,67,5000,1540,54,80,63,61,45,57,41,42,34,37,40,13,13,15,6,15,61,63,82,43,44,68,47,42,61,47,51,71,52,33,69,75,40,32,44,66,57,45,46,44,57,66,46,57,45,44,48,44,54,44,57,66,46,57,45,44,48,44,54,48,0,0,0,0,1,0,0,0,0,0,0,CB 
3274,31,69,69,13000,1332,33,87,29,30,29,56,25,36,28,30,32,12,10,7,9,8,80,56,57,36,16,69,49,39,69,35,57,73,34,34,74,79,41,29,35,68,54,38,40,35,53,68,40,54,38,35,44,34,48,35,53,68,40,54,38,35,44,34,48,44,0,0,0,0,1,0,0,0,0,0,0,CB 
3275,26,68,70,14000,1676,70,64,70,54,62,63,35,61,63,69,61,7,15,11,11,13,72,32,85,49,63,15,64,62,65,53,68,18,73,81,19,83,46,62,60,44,45,63,55,60,44,44,55,45,63,59,67,60,46,60,44,44,55,45,63,59,67,60,46,67,0,0,1,0,0,0,0,0,0,0,0,ST 
3276,26,68,72,5000,1590,45,75,67,65,58,58,33,42,40,28,40,10,14,8,12,7,63,65,75,62,35,65,38,36,64,69,57,63,54,78,66,76,47,33,51,67,66,48,57,51,61,67,57,66,48,50,49,47,60,51,61,67,57,66,48,50,49,47,60,49,0,0,0,0,1,0,0,0,0,0,0,CB 
3277,29,66,66,10000,1707,76,61,74,66,60,55,60,61,61,43,48,12,8,12,10,11,52,58,73,60,40,61,33,58,64,62,43,61,79,81,67,61,51,40,59,62,62,58,60,59,65,62,60,62,58,62,55,60,65,59,65,62,60,62,58,62,55,60,65,55,0,0,0,0,0,1,0,0,0,0,0,LB 
3278,33,68,68,12000,1812,62,70,60,49,77,63,58,73,57,47,61,14,10,13,8,13,73,73,54,58,49,76,64,57,66,69,72,71,66,58,58,77,43,56,60,70,67,61,61,60,67,70,61,67,61,61,63,60,66,60,67,70,61,67,61,61,63,60,66,63,0,0,0,0,0,0,0,0,1,0,0,RB 
3279,28,67,68,13000,1550,58,74,55,44,50,48,42,40,43,27,41,9,8,6,5,10,63,64,62,47,44,72,57,22,62,53,76,59,68,68,66,84,43,28,46,66,61,46,50,46,61,66,50,61,46,48,49,46,59,46,61,66,50,61,46,48,49,46,59,49,0,0,0,0,1,0,0,0,0,0,0,CB 
3280,30,72,72,7000,1887,68,69,73,73,70,65,73,64,68,45,60,15,8,6,6,7,65,70,71,61,63,74,54,64,72,65,76,73,66,67,75,69,57,40,64,71,69,65,65,64,71,71,65,69,65,66,63,65,70,64,71,71,65,69,65,66,63,65,70,63,0,0,0,0,0,1,0,0,0,0,0,LB 
3281,24,69,73,14000,1850,67,68,82,72,74,67,51,65,66,56,68,9,15,15,12,14,52,50,58,70,66,50,65,65,65,72,70,51,69,75,51,62,70,55,69,56,62,67,68,69,59,56,68,62,67,67,64,66,61,69,59,56,68,62,67,67,64,66,61,64,0,0,0,0,0,0,1,0,0,0,0,CM 
3282,31,69,69,7000,1813,56,74,68,67,65,61,51,46,61,51,54,15,13,11,16,8,64,67,66,61,55,67,61,60,66,63,62,68,57,77,70,78,60,55,61,68,67,60,63,61,65,68,63,67,60,61,61,59,65,61,65,68,63,67,60,61,61,59,65,61,0,0,0,0,1,0,0,0,0,0,0,CB 
3283,29,70,70,10000,1097,46,22,32,57,22,13,9,12,13,12,11,71,68,60,69,71,8,28,59,25,9,10,24,15,65,32,21,9,42,45,10,70,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3284,24,70,74,7000,1499,74,68,44,48,57,60,30,23,38,24,22,14,13,15,8,8,72,66,84,46,29,73,37,23,64,56,50,67,70,68,67,80,35,26,45,69,62,45,50,45,63,69,50,62,45,48,48,45,60,45,63,69,50,62,45,48,48,45,60,48,0,0,0,0,1,0,0,0,0,0,0,CB 
3285,21,65,68,2000,1422,60,67,50,56,47,57,31,29,42,27,31,8,8,9,10,10,66,58,83,37,26,58,43,24,57,51,46,64,58,62,66,80,30,28,41,64,55,42,44,41,57,64,44,55,42,43,45,42,54,41,57,64,44,55,42,43,45,42,54,45,0,0,0,0,1,0,0,0,0,0,0,CB 
3286,26,64,66,2000,1156,58,30,56,28,20,36,15,12,14,15,15,58,62,65,67,65,12,26,65,36,13,12,17,15,64,37,23,17,54,35,17,63,52,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3287,22,68,73,8000,1693,71,69,67,64,62,62,67,43,64,26,34,5,6,13,14,14,54,68,70,58,38,71,37,52,64,61,70,70,69,74,67,67,56,28,57,66,65,57,60,57,67,66,60,65,57,61,54,58,67,57,67,66,60,65,57,61,54,58,67,54,0,0,0,0,0,1,0,0,0,0,0,LB 
3288,30,66,66,8000,1809,70,53,74,67,65,64,62,62,67,45,52,12,13,11,16,10,48,62,61,60,62,68,55,65,62,65,66,67,77,71,64,68,59,50,63,63,64,63,63,63,65,63,63,64,63,64,60,64,66,63,65,63,63,64,63,64,60,64,66,60,0,0,0,0,0,0,0,0,1,0,0,RB 
3289,28,68,68,3000,1803,72,60,75,69,65,64,65,49,64,59,53,6,8,11,15,7,60,63,57,59,54,66,53,61,63,64,58,64,75,89,66,68,55,50,62,64,65,63,63,62,67,64,63,65,63,65,62,64,68,62,67,64,63,65,63,65,62,64,68,62,0,0,0,0,0,1,0,0,0,0,0,LB 
3290,28,70,71,6000,1399,32,78,27,55,42,60,34,31,31,28,28,7,13,14,12,9,73,67,65,63,20,69,39,20,74,58,42,64,34,65,70,87,29,19,39,69,63,38,49,39,58,69,49,63,38,41,43,37,56,39,58,69,49,63,38,41,43,37,56,43,0,0,0,0,1,0,0,0,0,0,0,CB 
3291,20,66,72,4000,1629,72,66,56,72,64,56,59,56,65,26,39,8,13,10,10,9,57,68,65,41,34,64,39,54,58,64,46,66,69,69,68,60,43,39,55,64,62,55,56,55,65,64,56,62,55,59,52,57,65,55,65,64,56,62,55,59,52,57,65,52,0,0,0,0,0,0,0,0,1,0,0,RB 
3292,26,63,64,1000,1625,78,58,69,81,61,52,43,38,65,59,38,16,10,15,10,9,49,49,57,57,52,31,39,65,66,63,54,37,75,76,41,61,60,43,63,49,54,63,61,63,53,49,61,54,63,63,61,63,55,63,53,49,61,54,63,63,61,63,55,61,1,0,0,0,0,0,0,0,0,0,0,RW 
3293,32,68,68,5000,1879,62,75,58,58,63,73,78,63,60,50,69,15,16,6,7,9,63,67,74,66,68,66,64,56,65,65,79,67,64,64,69,77,55,61,61,68,66,61,63,61,67,68,63,66,61,63,62,62,67,61,67,68,63,66,61,63,62,62,67,62,0,0,0,0,0,0,0,0,1,0,0,RB 
3294,28,67,67,19000,1552,43,67,47,30,60,54,43,50,45,68,35,14,14,8,11,9,86,22,66,41,56,42,62,69,62,54,75,13,46,69,39,91,56,59,56,50,48,59,53,56,43,50,53,48,59,54,66,54,44,56,43,50,53,48,59,54,66,54,44,66,0,0,1,0,0,0,0,0,0,0,0,ST 
3295,25,60,63,1000,1504,62,58,69,85,44,56,62,45,62,30,30,10,12,15,13,9,55,64,58,58,34,63,30,45,55,55,37,69,36,51,69,45,41,33,49,60,58,47,51,49,59,60,51,58,47,51,45,50,58,49,59,60,51,58,47,51,45,50,58,45,0,0,0,0,0,1,0,0,0,0,0,LB 
3296,29,70,70,16000,1135,46,33,47,41,18,42,19,11,17,15,15,69,67,70,68,73,19,16,62,34,16,20,18,6,70,28,19,13,34,34,15,62,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3297,23,67,72,13000,1481,65,36,67,54,64,66,31,42,60,68,26,6,12,15,13,8,73,12,74,34,52,17,65,73,63,50,66,14,69,51,14,73,42,72,58,37,36,62,49,58,37,37,49,36,62,56,66,59,38,58,37,37,49,36,62,56,66,59,38,66,0,0,1,0,0,0,0,0,0,0,0,ST 
3298,31,67,67,8000,1720,50,57,58,46,63,64,54,66,53,44,62,14,6,13,11,10,65,68,73,53,60,67,61,50,70,58,69,58,59,65,65,78,53,41,56,66,63,57,59,56,62,66,59,63,57,56,58,56,62,56,62,66,59,63,57,56,58,56,62,58,0,0,0,0,1,0,0,0,0,0,0,CB 
3299,36,68,68,4000,1831,58,83,64,60,64,79,74,64,49,54,55,6,13,8,14,13,61,73,62,59,72,63,39,62,81,56,80,57,68,64,78,77,56,44,60,70,67,62,62,60,67,70,62,67,62,61,64,61,67,60,67,70,62,67,62,61,64,61,67,64,0,0,0,0,0,0,0,0,1,0,0,RB 
3300,32,68,68,6000,1537,34,58,55,33,54,54,44,66,60,72,51,7,8,9,7,7,79,24,37,39,60,24,67,76,69,60,71,27,34,60,34,89,56,66,59,46,46,61,55,59,42,46,55,46,61,56,67,57,43,59,42,46,55,46,61,56,67,57,43,67,0,0,1,0,0,0,0,0,0,0,0,ST 
3301,24,66,72,5000,1649,69,43,69,60,67,55,65,67,69,59,65,14,16,7,10,9,48,33,40,57,68,20,46,64,62,66,80,25,77,61,32,74,57,50,65,42,49,66,60,65,48,42,60,49,66,65,65,66,52,65,48,42,60,49,66,65,65,66,52,65,0,0,0,0,0,0,0,0,0,1,0,LM 
3302,27,63,64,1000,1542,65,60,72,80,58,39,66,60,58,30,28,7,9,7,6,10,51,59,58,58,23,63,40,39,55,60,30,61,69,75,61,66,35,23,51,60,60,48,53,51,62,60,53,60,48,56,46,53,63,51,62,60,53,60,48,56,46,53,63,46,0,0,0,0,0,1,0,0,0,0,0,LB 
3303,31,70,70,17000,1717,56,72,65,68,73,63,59,59,71,68,59,6,9,10,4,2,78,43,59,55,65,40,63,71,61,71,69,42,47,30,45,76,56,65,66,56,55,67,61,66,51,56,61,55,67,63,69,65,52,66,51,56,61,55,67,63,69,65,52,69,0,0,1,0,0,0,0,0,0,0,0,ST 
3304,27,70,70,9000,1901,87,70,85,68,72,71,59,67,69,70,57,7,11,15,7,12,62,55,70,52,69,53,67,66,62,66,65,52,82,76,54,62,65,67,69,59,61,69,64,69,63,59,64,61,69,69,68,70,64,69,63,59,64,61,69,69,68,70,64,68,0,0,0,0,0,0,0,1,0,0,0,RM 
3305,27,69,70,8000,1602,68,29,65,65,65,67,39,49,58,73,39,14,13,12,8,14,72,20,88,36,64,20,72,75,66,61,69,22,68,66,21,66,49,56,62,40,41,65,54,62,43,40,54,41,65,60,68,62,45,62,43,40,54,41,65,60,68,62,45,68,0,0,1,0,0,0,0,0,0,0,0,ST 
3306,24,68,72,23000,1551,66,60,49,52,58,58,27,27,40,25,58,9,11,15,10,9,67,67,64,56,39,70,45,26,63,60,60,69,65,65,72,71,48,28,49,67,64,48,54,49,63,67,54,64,48,49,48,46,60,49,63,67,54,64,48,49,48,46,60,48,0,0,0,0,1,0,0,0,0,0,0,CB 
3307,25,67,70,3000,1409,78,81,46,52,54,44,23,28,36,19,22,13,12,11,8,7,61,62,62,30,20,65,32,27,55,41,47,70,76,63,70,78,34,26,41,66,57,42,43,41,60,66,43,57,42,43,44,42,56,41,60,66,43,57,42,43,44,42,56,44,0,0,0,0,1,0,0,0,0,0,0,CB 
3308,30,69,69,23000,1727,73,47,70,77,69,72,56,66,63,74,53,8,7,6,6,16,61,34,75,53,62,19,83,72,69,65,66,14,73,70,21,63,66,70,67,41,48,68,61,67,47,41,61,48,68,66,68,67,50,67,47,41,61,48,68,66,68,67,50,68,0,0,1,0,0,0,0,0,0,0,0,ST 
3309,23,67,73,8000,1718,86,69,81,85,65,62,63,51,68,56,42,13,12,15,13,7,37,44,64,44,53,38,48,67,67,57,49,46,83,77,52,57,65,44,64,51,55,64,60,64,58,51,60,55,64,66,60,67,60,64,58,51,60,55,64,66,60,67,60,60,0,0,0,0,0,0,0,1,0,0,0,RM 
3310,28,68,68,3000,1401,64,60,45,42,58,55,33,22,30,20,23,9,6,13,12,7,65,71,71,59,26,62,15,30,65,51,30,63,74,62,69,88,42,14,45,67,62,44,51,45,62,67,51,62,44,47,44,44,59,45,62,67,51,62,44,47,44,44,59,44,0,0,0,0,1,0,0,0,0,0,0,CB 
3311,28,67,67,4000,1601,73,45,74,57,65,67,29,63,61,68,58,16,14,16,11,13,69,42,56,31,54,19,60,70,61,51,67,17,63,62,21,86,49,60,59,43,43,63,52,59,43,43,52,43,63,57,66,60,44,59,43,43,52,43,63,57,66,60,44,66,0,0,1,0,0,0,0,0,0,0,0,ST 
3312,27,69,70,6000,1644,51,72,42,43,58,62,36,33,59,43,56,13,15,8,6,14,59,68,71,68,37,67,44,32,65,68,68,62,64,72,69,87,55,39,55,68,67,54,60,55,62,68,60,67,54,55,55,52,62,55,62,68,60,67,54,55,55,52,62,55,0,0,0,0,1,0,0,0,0,0,0,CB 
3313,28,69,69,4000,1859,75,61,73,69,71,72,60,58,68,56,60,9,11,7,8,13,50,59,72,68,64,38,58,65,69,72,64,59,85,87,59,72,65,54,68,59,64,67,68,68,64,59,68,64,67,69,65,68,66,68,64,59,68,64,67,69,65,68,66,65,0,0,0,0,0,0,1,0,0,0,0,CM 
3314,27,68,69,8000,1739,71,79,76,68,64,60,69,54,62,35,43,15,6,7,13,6,58,64,66,60,36,67,59,48,64,66,47,63,74,77,68,70,52,32,58,66,66,56,60,58,67,66,60,66,56,62,54,60,67,58,67,66,60,66,56,62,54,60,67,54,0,0,0,0,0,0,0,0,1,0,0,RB 
3315,26,69,69,6000,1849,81,73,68,71,67,59,71,74,68,68,67,14,14,8,7,6,52,33,68,55,70,34,65,66,61,65,74,65,83,70,41,67,64,59,67,52,55,68,62,67,58,52,62,55,68,68,67,69,60,67,58,52,62,55,68,68,67,69,60,67,0,0,0,0,0,0,0,1,0,0,0,RM 
3316,26,69,71,6000,1117,36,28,41,38,23,40,19,19,11,13,20,70,62,72,65,76,11,12,61,22,11,13,24,10,63,50,11,19,41,30,17,55,58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
3317,23,68,74,7000,1614,55,66,66,50,68,66,42,52,62,68,43,14,10,10,10,7,70,26,61,33,54,22,56,72,68,64,57,24,67,80,37,79,56,65,63,47,49,65,58,63,47,47,58,49,65,61,67,62,49,63,47,47,58,49,65,61,67,62,49,67,0,0,1,0,0,0,0,0,0,0,0,ST 
3318,25,67,70,6000,1612,77,30,73,64,67,63,64,56,67,63,41,13,14,6,12,11,56,33,36,61,63,29,59,61,62,68,65,27,74,65,28,56,65,46,66,41,49,66,61,66,50,41,61,49,66,66,64,67,53,66,50,41,61,49,66,66,64,67,53,64,0,0,0,0,0,0,0,0,0,1,0,LM 
3319,27,67,70,8000,1370,45,71,44,50,52,32,26,20,33,22,28,5,9,10,6,14,73,70,59,49,36,68,31,20,73,39,44,56,60,67,64,82,21,23,38,66,59,40,45,38,58,66,45,59,40,41,44,38,55,38,58,66,45,59,40,41,44,38,55,44,0,0,0,0,1,0,0,0,0,0,0,CB 
3320,23,69,74,5000,1692,72,76,60,62,58,64,66,40,59,29,39,6,6,9,15,7,54,66,66,64,34,66,44,58,64,62,41,69,70,93,70,68,50,49,56,66,66,55,61,56,68,66,61,66,55,61,52,57,68,56,68,66,61,66,55,61,52,57,68,52,0,0,0,0,0,1,0,0,0,0,0,LB 
3321,21,68,78,7000,1097,41,19,38,56,18,27,15,19,17,19,12,71,65,67,66,72,19,21,65,22,18,16,24,18,59,24,21,12,41,19,15,61,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
